brightness,contrast,hue,saturation,warmth,colourfulness,file,group
0.3130706298194704,0.18394625006244536,0.4741653007798776,0.5913066778942658,-0.17218154204973826,0.16020564943791152,IMG_20210731_121502.jpg,05_Cyans
0.42416091091091096,0.287200303217982,0.5517866610279185,0.22444884936840032,-0.017872990637696522,0.28693330464339006,144500178_250062063184374_6465332016512148564_n.jpg,05_Cyans
0.523046158315178,0.18887163559679734,0.5544302552953888,0.386753242945281,-0.020639070442992014,0.18853521310378354,IMG_20250624_070208.jpg,05_Cyans
0.2508218736383442,0.1401433453713575,0.5813242219554948,0.39706531653373706,-0.1021487145969499,0.1334533960233235,146709734_439747103742004_5348826101348119537_n.jpg,06_Blues
0.2904684822076979,0.25383739535951805,0.709385179204295,0.4494371224595695,0.0327481917211329,0.2530235307721316,IMG_20210905_121455.jpg,06_Blues
0.29992594707786024,0.18312770681684729,0.5952328595895182,0.5305429533631205,-0.11280512722888508,0.17502171604023178,717853025cbab02a88a8fee91d4e4ed3.jpg,06_Blues
0.3162769771898049,0.2936553345202219,0.645198360316344,0.30616737841412894,-0.09558288054177494,0.2889517841801145,IMG_20200414_161132.jpg,06_Blues
0.39750652142338416,0.2326260600050219,0.6983666733407285,0.521635623817812,-0.20845019607843138,0.2099926896917255,PXL_20260701_191348964.jpg,06_Blues
0.4241687486302871,0.21566648418261933,0.6008619217665869,0.30329068539280946,-0.13543814054221293,0.20781543138676584,IMG-20240706-WA0043~2.jpg,06_Blues
0.43645215235519497,0.21863801024196225,0.6277478909862679,0.21988854906967384,-0.0591297723687176,0.21716731428177224,IMG_20210921_182458.jpg,06_Blues
0.48070627362055934,0.3081437582827687,0.6765458250619354,0.28763442086754126,-0.02225322128851541,0.30795706735023193,281842164_526304029203489_6425556555671571947_n.jpg,06_Blues
0.5006162527233116,0.20284306786501602,0.6645263664652519,0.44473395550986805,-0.1529224183006536,0.18785169327045534,IMG_20210620_123951.jpg,06_Blues
0.5444014715666706,0.2982431241049462,0.5899205325174821,0.5312354801126407,-0.29979006692497356,0.2714479323146167,images (1).jpeg,06_Blues
0.5462812324929972,0.2784874385621027,0.6465385519839046,0.4090568905721221,-0.03021817615935262,0.278205195573388,IMG_20250724_184109~2.jpg,06_Blues
0.5608830501089326,0.2662778451208374,0.5648095993743738,0.6109777749583177,-0.3778069716775599,0.21579237495420103,daa6f6026a354c4eac4568be06521523_352250076_581715190758470_5485735826110339839_n.jpg,06_Blues
0.5691372549019608,0.21023885494127714,0.6025896974469871,0.2849361488732485,-0.08102680125304558,0.20687631775254947,IMG-20260501-WA0031.jpg,06_Blues
0.5794530331638829,0.17575826127126112,0.5949886415957848,0.23013854209158147,0.007601975308641975,0.1757249192006155,IMG_20240707_114637.jpg,06_Blues
0.6109304852458608,0.22116709587393973,0.6931739410967597,0.1788359853572345,-0.007633920510090347,0.22113401354519882,images.jpeg,06_Blues
0.6220621937663955,0.11175441049866656,0.6097966794767613,0.24608608877044047,-0.05154493797519008,0.10692567636824245,MB-Cai-02_Caillebotte_Rue-Halevy-Blick-aus-der-sechsten-Etage_1.jpg,06_Blues
0.8845913144517067,0.16871373806141673,0.6444815509700565,0.3732461138025019,-0.041488932461873636,0.16546771606864571,7bfa3c8eae35d8f0b7c388f79e6404e2.jpg,06_Blues
0.3050104865649964,0.27773932818289604,0.7569966362374769,0.5321211757671832,-0.09654793028322439,0.2745163724066224,9dbbbd3b2a934c251c3b949bf252e443.jpg,07_Purples_Pinks
0.3656724391560993,0.21898120982552385,0.843273360627754,0.25662388838268,-0.0035266744874588012,0.2174497662318755,IMG_20230811_212810.jpg,07_Purples_Pinks
0.4978452514470614,0.2935298080063888,0.8589909480238823,0.3952408988594438,0.04060633484162896,0.29201882790471395,IMG-20241230-WA0048.jpg,07_Purples_Pinks
0.5278784216896635,0.1445363057842833,0.7923684987472199,0.332334223383649,-0.010938910675381263,0.14417650428804474,Marina-Abramović-rest-energy.jpg,07_Purples_Pinks
0.739088307915759,0.2965048883665038,0.914941256619779,0.21234006809086198,-0.008229368191721133,0.29644666096076205,2aeab81f76f6898f7825b093f330ee9e.jpg,07_Purples_Pinks
0.7527339275103981,0.2754251678108935,0.7410563100431002,0.3606871158127638,0.005388057040998219,0.2753978255832201,IMG_20210522_121830.jpg,07_Purples_Pinks
0.08253489296953351,0.06260137750667866,0.10667267124862403,0.4893710429491503,0.06350368295466335,0.05385023546822415,Rembrandt_van_Rijn_-_Rembrandts_zoon_Titus_in_monniksdracht_(Rijksmuseum_Amsterdam).jpg,08_Night_Neon
0.1341886931797201,0.18268173483227484,0.27954474329415924,0.572425361645518,0.0029715298548798038,0.1815219403434766,IMG_20210512_081031.jpg,08_Night_Neon
0.13725063543936095,0.1438311606062974,0.022367669213635963,0.5377616151774434,0.07259188453159042,0.1390766026422058,187201004_156137949800397_600356751617423942_n.jpg,08_Night_Neon
0.1547424642943597,0.1804865213762277,0.10159819568998424,0.6422485423596045,0.07104383442265796,0.1750802571371813,PXL_20260117_202256388.jpg,08_Night_Neon
0.15704922294843865,0.1820806119610162,0.7362613963768447,0.5148636594401602,0.011843747276688453,0.1818577708248373,711ac333cbe448f15107aad0460b951f.jpg,08_Night_Neon
0.17173164851125636,0.21067057075309376,0.5612978644048854,0.8871198900204171,-0.22313092229484385,0.18277175992772912,PXL_20260523_203838584.jpg,08_Night_Neon
0.18526020564082848,0.19567573646092962,0.041057671660952914,0.5396518677102642,0.14906024310176558,0.17963533095429873,IMG_20190518_205348.jpg,08_Night_Neon
0.20206905833938515,0.16253576820432647,0.035030597112569985,0.6242925429779207,0.1805230501089325,0.14180077907191282,IMG_20240802_201304.jpg,08_Night_Neon
0.22433178243048632,0.15139356068218893,0.5452221165525812,0.5612582988819519,-0.18488130054281599,0.12727099927141006,gerhard-richter-kahnfahrt-db009--thumb-xl.jpg,08_Night_Neon
0.09757815442561205,0.14373833155400886,0.8302515988095611,0.39143497853454867,0.0014018389276614608,0.14255627042054728,IMG_20230817_220809.jpg,09_Monochrome
0.11689670297748729,0.1331873635930799,0.0016979145937289024,0.3894102327843159,0.03535529411764706,0.13197596960700722,267274889_449553816571044_6127579007937435255_n.jpg,09_Monochrome
0.14225840269631118,0.11507288212506762,0.7808190536058855,0.27073072541504073,-0.005115915311993743,0.11483516613519983,Screenshot_2018-08-08-16-45-18.png,09_Monochrome
0.14788097312999274,0.18411033608246216,0.0,0.0,0.0002811546840958605,0.18410961347001964,IMG_20210714_131710.jpg,09_Monochrome
